CollisionOccurred,MinDistance_m,MinTTC_s,TET_s(TTC<thr),TTC_Threshold_s,FinalXPos_m,FinalYPos_m,FinalSpeed_mps,StepsSimulated
False,7.130423072261595,1.671785812723731,0.7999999999999999,2.0,3.6379589538592243,-6.132551495052935,0.0,220
