CollisionOccurred,MinDistance_m,MinTTC_s,FinalYPos_m,FinalXPos_m,FinalSpeed_mps,StepsSimulated
False,7.849592857419466,1.8026166902404521,-6.923178690432232,3.69941952846602,0.0,200
