CollisionOccurred,MinDistance_m,MinTTC_s,FinalXPos_m,FinalYPos_m,FinalSpeed_mps,StepsSimulated
0,2.71266567975776,0.919384610932975,-0.0989883365960594,771.166432595124,14.9500000000001,600
