t,sv_x,sv_y,sv_v,sv_theta,dist_to_obs,risk,ttc,picked_v,picked_omega
21.3,-0.098988336595581,192.125599261786,14.975,1.5707963267949,190.628124962851,0.51946043247325,Inf,14.975,0
21.4,-0.0989883365955822,193.62643259512,15.0083333333333,1.5707963267949,192.125624762527,0.514605582039923,Inf,15.0083333333333,0
21.5,-0.0989883365955835,195.130599261786,15.0416666666667,1.5707963267949,193.626457898199,0.50982274053947,Inf,15.0416666666667,0
21.6,-0.0989883365955847,196.627265928453,14.9666666666667,1.5707963267949,195.130624369817,0.505110414594407,Inf,14.9666666666667,0
21.7,-0.0989883365955859,198.127265928453,15,1.5707963267949,196.627290845369,0.500500239362316,Inf,15,0
21.8,-0.0989883365955872,199.630599261786,15.0333333333333,1.5707963267949,198.127290656726,0.495956610510524,Inf,15.0333333333333,0
21.9,-0.0989883365955884,201.12643259512,14.9583333333333,1.5707963267949,199.630623803841,0.491478186933997,Inf,14.9583333333333,0
22,-0.0989883365955896,202.625599261786,14.9916666666667,1.5707963267949,201.126456954648,0.487095144411234,Inf,14.9916666666667,0
22.1,-0.0989883365955909,204.128099261786,15.025,1.5707963267949,202.625623441086,0.482773704581798,Inf,15.025,0
22.2,-0.0989883365955921,205.63393259512,15.0583333333333,1.5707963267949,204.128123263113,0.47851266050669,Inf,15.0583333333333,0
22.3,-0.0989883365955934,207.132265928453,14.9833333333333,1.5707963267949,205.633956420687,0.474310835760425,Inf,14.9833333333333,0
22.4,-0.0989883365955946,208.63393259512,15.0166666666667,1.5707963267949,207.132289581673,0.470196592179294,Inf,15.0166666666667,0
22.5,-0.0989883365955959,210.13893259512,15.05,1.5707963267949,208.633956078093,0.466138369083317,Inf,15.05,0
22.6,-0.0989883365955971,211.63643259512,14.975,1.5707963267949,210.13895590991,0.46213510506298,Inf,14.975,0
22.7,-0.0989883365955983,213.137265928453,15.0083333333333,1.5707963267949,211.636455744939,0.458213909343099,Inf,15.0083333333333,0
22.8,-0.0989883365955996,214.64143259512,15.0416666666667,1.5707963267949,213.13728891526,0.454344755497558,Inf,15.0416666666667,0
22.9,-0.0989883365956008,216.138099261786,14.9666666666667,1.5707963267949,214.641455420839,0.450526684045131,Inf,14.9666666666667,0
23,-0.0989883365956021,217.638099261786,15,1.5707963267949,216.138121929447,0.446785629509226,Inf,15,0
23.1,-0.0989883365956033,219.14143259512,15.0333333333333,1.5707963267949,217.638121773218,0.443092991736994,Inf,15.0333333333333,0
23.2,-0.0989883365956045,220.637265928453,14.9583333333333,1.5707963267949,219.14145495212,0.439447901794637,Inf,14.9583333333333,0
23.3,-0.0989883365956058,222.13643259512,14.9916666666667,1.5707963267949,220.637288133882,0.435875191308738,Inf,14.9916666666667,0
23.4,-0.098988336595607,223.63893259512,15.025,1.5707963267949,222.136454650687,0.432347588275412,Inf,15.025,0
23.5,-0.0989883365956083,225.144765928453,15.0583333333333,1.5707963267949,223.638954502509,0.42886430438352,Inf,15.0583333333333,0
23.6,-0.0989883365956095,226.643099261786,14.9833333333333,1.5707963267949,225.144787689319,0.425424569050141,Inf,14.9833333333333,0
23.7,-0.0989883365956107,228.144765928453,15.0166666666667,1.5707963267949,226.643120878792,0.42205183608595,Inf,15.0166666666667,0
23.8,-0.098988336595612,229.649765928453,15.05,1.5707963267949,228.144787403174,0.418720460986674,Inf,15.05,0
23.9,-0.0989883365956132,231.147265928453,14.975,1.5707963267949,229.64978726244,0.41542974322079,Inf,14.975,0
24,-0.0989883365956145,232.648099261786,15.0083333333333,1.5707963267949,231.147287124227,0.41220217905858,Inf,15.0083333333333,0
24.1,-0.0989883365956157,234.152265928453,15.0416666666667,1.5707963267949,232.648120320824,0.409013258742676,Inf,15.0416666666667,0
24.2,-0.0989883365956169,235.64893259512,14.9666666666667,1.5707963267949,234.15228685221,0.405862344414179,Inf,14.9666666666667,0
24.3,-0.0989883365956182,237.14893259512,15,1.5707963267949,235.648953385985,0.402771030203631,Inf,15,0
24.4,-0.0989883365956194,238.652265928453,15.0333333333333,1.5707963267949,237.14895325448,0.399715868287859,Inf,15.0333333333333,0
24.5,-0.0989883365956207,240.148099261786,14.9583333333333,1.5707963267949,238.652286457674,0.396696276991774,Inf,14.9583333333333,0
24.6,-0.0989883365956219,241.647265928453,14.9916666666667,1.5707963267949,240.148119663135,0.393732999640504,Inf,14.9916666666667,0
24.7,-0.0989883365956231,243.149765928453,15.025,1.5707963267949,241.647286203233,0.390803583600696,Inf,15.025,0
24.8,-0.0989883365956244,244.655599261786,15.0583333333333,1.5707963267949,243.149786077949,0.387907497661275,Inf,15.0583333333333,0
24.9,-0.0989883365956256,246.15393259512,14.9833333333334,1.5707963267949,244.655619287264,0.385044221293987,Inf,14.9833333333334,0
25,-0.0989883365956269,247.655599261786,15.0166666666667,1.5707963267949,246.153952498702,0.382233430106072,Inf,15.0166666666667,0
25.1,-0.0989883365956281,249.160599261786,15.05,1.5707963267949,247.655619044683,0.379453899947237,Inf,15.05,0
25.2,-0.0989883365956293,250.658099261786,14.975,1.5707963267949,249.160618925189,0.37670515463301,Inf,14.975,0
25.3,-0.0989883365956306,252.15893259512,15.0083333333334,1.5707963267949,250.658118807714,0.374006123597882,Inf,15.0083333333334,0
25.4,-0.0989883365956318,253.663099261786,15.0416666666667,1.5707963267949,252.158952024712,0.371336444731926,Inf,15.0416666666667,0
25.5,-0.0989883365956331,255.159765928453,14.9666666666667,1.5707963267949,253.663118576165,0.368695681840474,Inf,14.9666666666667,0
25.6,-0.0989883365956343,256.659765928453,15,1.5707963267949,255.159785129541,0.36610205848454,Inf,15,0
25.7,-0.0989883365956356,258.163099261786,15.0333333333334,1.5707963267949,256.659785017324,0.363536023749066,Inf,15.0333333333334,0
25.8,-0.0989883365956368,259.65893259512,14.9583333333334,1.5707963267949,258.163118239499,0.36099717756406,Inf,14.9583333333334,0
25.9,-0.098988336595638,261.158099261786,14.9916666666667,1.5707963267949,259.658951463507,0.358503075141354,Inf,14.9916666666667,0
26,-0.0989883365956393,262.660599261786,15.025,1.5707963267949,261.15811802186,0.356034929815042,Inf,15.025,0
26.1,-0.0989883365956405,264.16643259512,15.0583333333334,1.5707963267949,262.660617914547,0.35359237420169,Inf,15.0583333333334,0
26.2,-0.0989883365956418,265.664765928453,14.9833333333334,1.5707963267949,264.166451141553,0.351175047549382,Inf,14.9833333333334,0
26.3,-0.098988336595643,267.16643259512,15.0166666666667,1.5707963267949,265.664784370286,0.348799662934369,Inf,15.0166666666667,0
26.4,-0.0989883365956442,268.67143259512,15.05,1.5707963267949,267.166450933296,0.346448382923584,Inf,15.05,0
26.5,-0.0989883365956455,270.16893259512,14.975,1.5707963267949,268.671450830572,0.344120875763359,Inf,14.975,0
26.6,-0.0989883365956467,271.669765928453,15.0083333333334,1.5707963267949,270.168950729496,0.341833263133535,Inf,15.0083333333334,0
26.7,-0.098988336595648,273.17393259512,15.0416666666667,1.5707963267949,271.669783962647,0.339568377268171,Inf,15.0416666666667,0
26.8,-0.0989883365956492,274.670599261786,14.9666666666667,1.5707963267949,273.173950530013,0.337325912741757,Inf,14.9666666666667,0
26.9,-0.0989883365956504,276.170599261786,15,1.5707963267949,274.670617098953,0.335121429759476,Inf,15,0
27,-0.0989883365956517,277.67393259512,15.0333333333334,1.5707963267949,276.170617002072,0.332938393664446,Inf,15.0333333333334,0
27.1,-0.0989883365956529,279.169765928453,14.9583333333334,1.5707963267949,277.673950239359,0.330776522969887,Inf,14.9583333333334,0
27.2,-0.0989883365956541,280.66893259512,14.9916666666667,1.5707963267949,279.169783478151,0.328650844390451,Inf,14.9916666666667,0
27.3,-0.0989883365956554,282.17143259512,15.025,1.5707963267949,280.668950051078,0.326545422417983,Inf,15.025,0
27.4,-0.0989883365956566,283.66643259512,14.95,1.5707963267949,282.171449958129,0.324459997362421,Inf,14.95,0
27.5,-0.0989883365956579,285.164765928453,14.9833333333334,1.5707963267949,283.666449866621,0.322409088645485,Inf,14.9833333333334,0
27.6,-0.0989883365956591,286.66643259512,15.0166666666667,1.5707963267949,285.164783109205,0.320377328319009,Inf,15.0166666666667,0
27.7,-0.0989883365956604,288.17143259512,15.05,1.5707963267949,286.666449685873,0.318364476566218,Inf,15.05,0
27.8,-0.0989883365956616,289.66893259512,14.975,1.5707963267949,288.171449596615,0.316370297367673,Inf,14.975,0
27.9,-0.0989883365956628,291.169765928453,15.0083333333334,1.5707963267949,289.668949508722,0.314408668136321,Inf,15.0083333333334,0
28,-0.0989883365956641,292.67393259512,15.0416666666667,1.5707963267949,291.169782754875,0.312464930370457,Inf,15.0416666666667,0
28.1,-0.0989883365956653,294.170599261786,14.9666666666667,1.5707963267949,292.673949335064,0.310538865858623,Inf,14.9666666666667,0
28.2,-0.0989883365956665,295.670599261786,15,1.5707963267949,294.170615916562,0.30864389879746,Inf,15,0
28.3,-0.0989883365956678,297.17393259512,15.0333333333334,1.5707963267949,295.670615832068,0.306765873969331,Inf,15.0333333333334,0
28.4,-0.098988336595669,298.669765928453,14.9583333333334,1.5707963267949,297.173949081577,0.304904589445352,Inf,14.9583333333334,0
28.5,-0.0989883365956703,300.16893259512,14.9916666666667,1.5707963267949,298.669782332341,0.303073037456535,Inf,14.9916666666667,0
28.6,-0.0989883365956715,301.67143259512,15.025,1.5707963267949,300.168948917079,0.301257540904666,Inf,15.025,0
28.7,-0.0989883365956727,303.16643259512,14.95,1.5707963267949,301.671448835787,0.299457912766789,Inf,14.95,0
28.8,-0.098988336595674,304.664765928453,14.9833333333334,1.5707963267949,303.166448755699,0.297686733278934,Inf,14.9833333333334,0
28.9,-0.0989883365956752,306.16643259512,15.0166666666667,1.5707963267949,304.664782009555,0.295930779937101,Inf,15.0166666666667,0
29,-0.0989883365956765,307.67143259512,15.05,1.5707963267949,306.166448597348,0.294189879380052,Inf,15.05,0
29.1,-0.0989883365956777,309.16893259512,14.975,1.5707963267949,307.671448519072,0.292463860718801,Inf,14.975,0
29.2,-0.0989883365956789,310.669765928453,15.0083333333334,1.5707963267949,309.168948441942,0.290764781159997,Inf,15.0083333333334,0
29.3,-0.0989883365956802,312.17393259512,15.0416666666667,1.5707963267949,310.66978169872,0.289079988924698,Inf,15.0416666666667,0
29.4,-0.0989883365956814,313.670599261786,14.9666666666667,1.5707963267949,312.1739482894,0.287409325450553,Inf,14.9666666666667,0
29.5,-0.0989883365956827,315.170599261786,15,1.5707963267949,313.670614881182,0.28576447735973,Inf,15,0
29.6,-0.0989883365956839,316.67393259512,15.0333333333334,1.5707963267949,315.170614806844,0.284133199284062,Inf,15.0333333333334,0
29.7,-0.0989883365956851,318.169765928453,14.9583333333334,1.5707963267949,316.673948066381,0.282515343986712,Inf,14.9583333333334,0
29.8,-0.0989883365956864,319.66893259512,14.9916666666667,1.5707963267949,318.169781326978,0.280922243904379,Inf,14.9916666666667,0
29.9,-0.0989883365956876,321.17143259512,15.025,1.5707963267949,319.66894792143,0.279342041045553,Inf,15.025,0
30,-0.0989883365956889,322.66643259512,14.95,1.5707963267949,321.171447849731,0.277774598590128,Inf,14.95,0
30.1,-0.0989883365956901,324.164765928453,14.9833333333334,1.5707963267949,322.666447779052,0.276230910253868,Inf,14.9833333333334,0
30.2,-0.0989883365956913,325.66643259512,15.0166666666667,1.5707963267949,324.164781042203,0.274699487550156,Inf,15.0166666666667,0
30.3,-0.0989883365956926,327.17143259512,15.05,1.5707963267949,325.666447639179,0.273180203249583,Inf,15.05,0
30.4,-0.0989883365956938,328.66893259512,14.975,1.5707963267949,327.171447569976,0.271672931755692,Inf,14.975,0
30.5,-0.098988336595695,330.169765928453,15.0083333333334,1.5707963267949,328.668947501747,0.27018823557644,Inf,15.0083333333334,0
30.6,-0.0989883365956963,331.67393259512,15.0416666666667,1.5707963267949,330.16978076732,0.268715091894049,Inf,15.0416666666667,0
30.7,-0.0989883365956975,333.170599261786,14.9666666666667,1.5707963267949,331.673947366691,0.267253383817986,Inf,14.9666666666667,0
30.8,-0.0989883365956988,334.670599261786,15,1.5707963267949,333.170613967001,0.265813367328864,Inf,15,0
30.9,-0.0989883365957,336.17393259512,15.0333333333334,1.5707963267949,334.670613901092,0.264384352306331,Inf,15.0333333333334,0
31,-0.0989883365957012,337.669765928453,14.9583333333334,1.5707963267949,336.17394716896,0.26296622989264,Inf,14.9583333333334,0
31.1,-0.0989883365957025,339.16893259512,14.9916666666667,1.5707963267949,337.669780437733,0.261568962380257,Inf,14.9916666666667,0
31.2,-0.0989883365957037,340.67143259512,15.025,1.5707963267949,339.168947040267,0.260182177689407,Inf,15.025,0
31.3,-0.098988336595705,342.16643259512,14.95,1.5707963267949,340.671446976558,0.258805774380933,Inf,14.95,0
31.4,-0.0989883365957062,343.664765928453,14.9833333333334,1.5707963267949,342.166446913723,0.257449433204438,Inf,14.9833333333334,0
31.5,-0.0989883365957074,345.16643259512,15.0166666666667,1.5707963267949,343.664780184629,0.256103086306332,Inf,15.0166666666667,0
31.6,-0.0989883365957087,346.67143259512,15.05,1.5707963267949,345.166446789273,0.254766639104985,Inf,15.05,0
31.7,-0.0989883365957099,348.16893259512,14.975,1.5707963267949,346.671446727652,0.253439998108867,Inf,14.975,0
31.8,-0.0989883365957112,349.669765928453,15.0083333333334,1.5707963267949,348.168946666867,0.252132484751051,Inf,15.0083333333334,0
31.9,-0.0989883365957124,351.17393259512,15.0416666666667,1.5707963267949,349.669779939802,0.250834415867085,Inf,15.0416666666667,0
32,-0.0989883365957136,352.670599261786,14.9666666666667,1.5707963267949,351.173946546455,0.249545704223655,Inf,14.9666666666667,0
32.1,-0.0989883365957149,354.170599261786,15,1.5707963267949,352.670613153915,0.248275415081479,Inf,15,0
32.2,-0.0989883365957161,355.67393259512,15.0333333333334,1.5707963267949,354.170613095078,0.247014140917106,Inf,15.0333333333334,0
32.3,-0.0989883365957174,357.169765928453,14.9583333333334,1.5707963267949,355.673946369942,0.24576180029306,Inf,14.9583333333334,0
32.4,-0.0989883365957186,358.66893259512,14.9916666666667,1.5707963267949,357.169779645586,0.244527212481583,Inf,14.9916666666667,0
32.5,-0.0989883365957198,360.17143259512,15.025,1.5707963267949,358.668946254918,0.243301234135342,Inf,15.025,0
32.6,-0.0989883365957211,361.66643259512,14.95,1.5707963267949,360.171446197934,0.242083789188884,Inf,14.95,0
32.7,-0.0989883365957223,363.164765928453,14.9833333333334,1.5707963267949,361.666446141705,0.240883460586567,Inf,14.9833333333334,0
32.8,-0.0989883365957236,364.66643259512,15.0166666666667,1.5707963267949,363.164779419148,0.239691358314826,Inf,15.0166666666667,0
32.9,-0.0989883365957248,366.17143259512,15.05,1.5707963267949,364.666446030262,0.238507411291364,Inf,15.05,0
33,-0.098988336595726,367.66893259512,14.975,1.5707963267949,366.171445975042,0.23733154916658,Inf,14.975,0
33.1,-0.0989883365957273,369.169765928453,15.0083333333334,1.5707963267949,367.668945920546,0.236172052590604,Inf,15.0083333333334,0
33.2,-0.0989883365957285,370.67393259512,15.0416666666667,1.5707963267949,369.169779199706,0.235020352841056,Inf,15.0416666666667,0
33.3,-0.0989883365957298,372.170599261786,14.9666666666667,1.5707963267949,370.673945812519,0.233876384137617,Inf,14.9666666666667,0
33.4,-0.098988336595731,373.670599261786,15,1.5707963267949,372.170612426032,0.232748211042811,Inf,15,0
33.5,-0.0989883365957322,375.17393259512,15.0333333333334,1.5707963267949,373.670612373188,0.231627495642631,Inf,15.0333333333334,0
33.6,-0.0989883365957335,376.669765928453,14.9583333333334,1.5707963267949,375.173945653983,0.230514176402347,Inf,14.9583333333334,0
33.7,-0.0989883365957347,378.16893259512,14.9916666666667,1.5707963267949,376.669778935457,0.229416109970288,Inf,14.9916666666667,0
33.8,-0.098988336595736,379.67143259512,15.025,1.5707963267949,378.168945550561,0.228325180147158,Inf,15.025,0
33.9,-0.0989883365957372,381.16643259512,14.95,1.5707963267949,379.671445499291,0.227241329345916,Inf,14.95,0
34,-0.0989883365957384,382.664765928453,14.9833333333334,1.5707963267949,381.166445448679,0.22617221407391,Inf,14.9833333333334,0
34.1,-0.0989883365957397,384.16643259512,15.0166666666667,1.5707963267949,382.664778731684,0.22510993122087,Inf,15.0166666666667,0
34.2,-0.0989883365957409,385.67143259512,15.05,1.5707963267949,384.166445348304,0.224054426873035,Inf,15.05,0
34.3,-0.0989883365957421,387.16893259512,14.975,1.5707963267949,385.671445298537,0.223005647610473,Inf,14.975,0
34.4,-0.0989883365957434,388.669765928453,15.0083333333334,1.5707963267949,387.168945249403,0.221970993408736,Inf,15.0083333333334,0
34.5,-0.0989883365957446,390.17393259512,15.0416666666667,1.5707963267949,388.669778533872,0.220942832127845,Inf,15.0416666666667,0
34.6,-0.0989883365957459,391.670599261786,14.9666666666667,1.5707963267949,390.173945151943,0.219921113730368,Inf,14.9666666666667,0
34.7,-0.0989883365957471,393.170599261786,15,1.5707963267949,391.670611770627,0.218913054378817,Inf,15,0
34.8,-0.0989883365957483,394.67393259512,15.0333333333334,1.5707963267949,393.170611722904,0.217911217040561,Inf,15.0333333333334,0
34.9,-0.0989883365957496,396.169765928453,14.9583333333334,1.5707963267949,394.673945008773,0.216915554830189,Inf,14.9583333333334,0
35,-0.0989883365957508,397.66893259512,14.9916666666667,1.5707963267949,396.169778295235,0.215933106727513,Inf,14.9916666666667,0
35.1,-0.0989883365957521,399.17143259512,15.025,1.5707963267949,397.668944915281,0.214956623504359,Inf,15.025,0
35.2,-0.0989883365957533,400.66643259512,14.95,1.5707963267949,399.171444868907,0.21398606121446,Inf,14.95,0
35.3,-0.0989883365957545,402.164765928453,14.9833333333334,1.5707963267949,400.66644482311,0.213028287975257,Inf,14.9833333333334,0
35.4,-0.0989883365957558,403.66643259512,15.0166666666667,1.5707963267949,402.164778110886,0.212076235417363,Inf,15.0166666666667,0
35.5,-0.098988336595757,405.17143259512,15.05,1.5707963267949,403.666444732233,0.211129862336867,Inf,15.05,0
35.6,-0.0989883365957583,406.66893259512,14.975,1.5707963267949,405.17144468715,0.210189127862031,Inf,14.975,0
35.7,-0.0989883365957595,408.169765928453,15.0083333333334,1.5707963267949,406.668944642623,0.20926068069762,Inf,15.0083333333334,0
35.8,-0.0989883365957607,409.67393259512,15.0416666666667,1.5707963267949,408.169777931658,0.208337683010122,Inf,15.0416666666667,0
35.9,-0.098988336595762,411.170599261786,14.9666666666667,1.5707963267949,409.673944554253,0.20742009646269,Inf,14.9666666666667,0
36,-0.0989883365957632,412.670599261786,15,1.5707963267949,411.170611177389,0.2065144122034,Inf,15,0
36.1,-0.0989883365957645,414.17393259512,15.0333333333334,1.5707963267949,412.670611134077,0.205613958735558,Inf,15.0333333333334,0
36.2,-0.0989883365957657,415.669765928453,14.9583333333334,1.5707963267949,414.173944424317,0.204718700090589,Inf,14.9583333333334,0
36.3,-0.0989883365957669,417.16893259512,14.9916666666667,1.5707963267949,415.669777715082,0.20383497529109,Inf,14.9916666666667,0
36.4,-0.0989883365957682,418.67143259512,15.025,1.5707963267949,417.168944339391,0.202956273246772,Inf,15.025,0
36.5,-0.0989883365957694,420.16643259512,14.95,1.5707963267949,418.671444297244,0.202082560202931,Inf,14.95,0
36.6,-0.0989883365957707,421.664765928453,14.9833333333334,1.5707963267949,420.166444255607,0.201220028244927,Inf,14.9833333333334,0
36.7,-0.0989883365957719,423.16643259512,15.0166666666667,1.5707963267949,421.664777547506,0.200362321034906,Inf,15.0166666666667,0
36.8,-0.0989883365957731,424.67143259512,15.05,1.5707963267949,423.166444172941,0.19950940688885,Inf,15.05,0
36.9,-0.0989883365957744,426.16893259512,14.975,1.5707963267949,424.67144413191,0.19866125434439,Inf,14.975,0
37,-0.0989883365957756,427.669765928453,15.0083333333334,1.5707963267949,426.168944091371,0.197823866475893,Inf,15.0083333333334,0
37.1,-0.0989883365957769,429.17393259512,15.0416666666667,1.5707963267949,427.669777384361,0.196991084631119,Inf,15.0416666666667,0
37.2,-0.0989883365957781,430.670599261786,14.9666666666667,1.5707963267949,429.173944010877,0.196162879268307,Inf,14.9666666666667,0
37.3,-0.0989883365957793,432.170599261786,15,1.5707963267949,430.670610637871,0.195345117467941,Inf,15,0
37.4,-0.0989883365957806,433.67393259512,15.0333333333334,1.5707963267949,432.170610598387,0.194531783479145,Inf,15.0333333333334,0
37.5,-0.0989883365957818,435.169765928453,14.9583333333334,1.5707963267949,433.673943892421,0.193722849558643,Inf,14.9583333333334,0
37.6,-0.098988336595783,436.66893259512,14.9916666666667,1.5707963267949,435.169777186922,0.192924051281761,Inf,14.9916666666667,0
37.7,-0.0989883365957843,438.17143259512,15.025,1.5707963267949,436.668943814936,0.192129510934478,Inf,15.025,0
37.8,-0.0989883365957855,439.66643259512,14.95,1.5707963267949,438.171443776463,0.191339202458507,Inf,14.95,0
37.9,-0.0989883365957868,441.164765928453,14.9833333333334,1.5707963267949,439.666443738443,0.190558734220261,Inf,14.9833333333334,0
38,-0.098988336595788,442.66643259512,15.0166666666667,1.5707963267949,441.16477703393,0.189782361894672,Inf,15.0166666666667,0
38.1,-0.0989883365957892,444.17143259512,15.05,1.5707963267949,442.666443662924,0.18901006100288,Inf,15.05,0
38.2,-0.0989883365957905,445.66893259512,14.975,1.5707963267949,444.171443625422,0.188241807211515,Inf,14.975,0
38.3,-0.0989883365957917,447.169765928453,15.0083333333334,1.5707963267949,445.668943588359,0.187483044997574,Inf,15.0083333333334,0
38.4,-0.098988336595793,448.67393259512,15.0416666666667,1.5707963267949,447.169776884796,0.186728200766145,Inf,15.0416666666667,0
38.5,-0.0989883365957942,450.170599261786,14.9666666666667,1.5707963267949,448.673943514732,0.185977251653363,Inf,14.9666666666667,0
38.6,-0.0989883365957954,451.670599261786,15,1.5707963267949,450.170610145094,0.185235524004142,Inf,15,0
38.7,-0.0989883365957967,453.17393259512,15.0333333333334,1.5707963267949,451.670610108951,0.184497567849198,Inf,15.0333333333334,0
38.8,-0.0989883365957979,454.669765928453,14.9583333333334,1.5707963267949,453.1739434063,0.183763361703544,Inf,14.9583333333334,0
38.9,-0.0989883365957992,456.16893259512,14.9916666666667,1.5707963267949,454.669776704066,0.183038117520208,Inf,14.9916666666667,0
39,-0.0989883365958004,457.67143259512,15.025,1.5707963267949,456.168943335319,0.182316504928817,Inf,15.025,0
39.1,-0.0989883365958016,459.16643259512,14.95,1.5707963267949,457.67144330006,0.181598503738805,Inf,14.95,0
39.2,-0.0989883365958029,460.664765928453,14.9833333333334,1.5707963267949,459.166443265206,0.180889215097527,Inf,14.9833333333334,0
39.3,-0.0989883365958041,462.16643259512,15.0166666666667,1.5707963267949,460.664776563834,0.180183424378429,Inf,15.0166666666667,0
39.4,-0.0989883365958054,463.67143259512,15.05,1.5707963267949,462.166443195944,0.179481112606619,Inf,15.05,0
39.5,-0.0989883365958066,465.16893259512,14.975,1.5707963267949,463.671443161536,0.178782260899926,Inf,14.975,0
39.6,-0.0989883365958078,466.669765928453,15.0083333333334,1.5707963267949,465.16894312752,0.178091827444219,Inf,15.0083333333334,0
39.7,-0.0989883365958091,468.17393259512,15.0416666666667,1.5707963267949,466.66977642698,0.177404746024078,Inf,15.0416666666667,0
39.8,-0.0989883365958103,469.670599261786,14.9666666666667,1.5707963267949,468.173943059917,0.176720998891579,Inf,14.9666666666667,0
39.9,-0.0989883365958115,471.170599261786,15,1.5707963267949,469.670609693236,0.176045441014274,Inf,15,0
40,-0.0989883365958128,472.67393259512,15.0333333333334,1.5707963267949,471.170609660027,0.17537311380768,Inf,15.0333333333334,0
40.1,-0.098988336595814,474.169765928453,14.9583333333334,1.5707963267949,472.673942960289,0.174704000590104,Inf,14.9583333333334,0
40.2,-0.0989883365958153,475.66893259512,14.9916666666667,1.5707963267949,474.169776260924,0.17404285625077,Inf,14.9916666666667,0
40.3,-0.0989883365958165,477.17143259512,15.025,1.5707963267949,475.668942895026,0.173384826475106,Inf,15.025,0
40.4,-0.0989883365958178,478.66643259512,14.95,1.5707963267949,477.171442862594,0.172729895584109,Inf,14.95,0
40.5,-0.098988336595819,480.164765928453,14.9833333333334,1.5707963267949,478.666442830526,0.172082721404346,Inf,14.9833333333334,0
40.6,-0.0989883365958202,481.66643259512,15.0166666666667,1.5707963267949,480.16477613192,0.171438550667523,Inf,15.0166666666667,0
40.7,-0.0989883365958215,483.17143259512,15.05,1.5707963267949,481.666442766776,0.170797368637941,Inf,15.05,0
40.8,-0.0989883365958227,484.66893259512,14.975,1.5707963267949,483.171442735093,0.170159160635937,Inf,14.975,0
40.9,-0.0989883365958239,486.169765928453,15.0083333333334,1.5707963267949,484.668942703763,0.169528459091827,Inf,15.0083333333334,0
41,-0.0989883365958252,487.67393259512,15.0416666666667,1.5707963267949,486.16977600589,0.168900640515648,Inf,15.0416666666667,0
41.1,-0.0989883365958264,489.170599261786,14.9666666666667,1.5707963267949,487.673942641474,0.168275691110108,Inf,14.9666666666667,0
41.2,-0.0989883365958277,490.670599261786,15,1.5707963267949,489.170609277403,0.167658052630724,Inf,15,0
41.3,-0.0989883365958289,492.17393259512,15.0333333333334,1.5707963267949,490.670609246785,0.167043195839153,Inf,15.0333333333334,0
41.4,-0.0989883365958301,493.669765928453,14.9583333333334,1.5707963267949,492.173942549619,0.166431107768893,Inf,14.9583333333334,0
41.5,-0.0989883365958314,495.16893259512,14.9916666666667,1.5707963267949,493.66977585279,0.165826142155102,Inf,14.9916666666667,0
41.6,-0.0989883365958326,496.67143259512,15.025,1.5707963267949,495.16894248941,0.165223861184251,Inf,15.025,0
41.7,-0.0989883365958339,498.16643259512,14.95,1.5707963267949,496.671442459479,0.16462425267234,Inf,14.95,0
41.8,-0.0989883365958351,499.664765928453,14.9833333333334,1.5707963267949,498.166442429876,0.164031584887392,Inf,14.9833333333334,0
41.9,-0.0989883365958363,501.16643259512,15.0166666666667,1.5707963267949,499.664775733718,0.163441508724918,Inf,15.0166666666667,0
42,-0.0989883365958376,502.67143259512,15.05,1.5707963267949,501.166442371004,0.162854012738189,Inf,15.05,0
42.1,-0.0989883365958388,504.16893259512,14.975,1.5707963267949,502.671442341735,0.162269085511006,Inf,14.975,0
42.2,-0.0989883365958401,505.669765928453,15.0083333333334,1.5707963267949,504.168942312786,0.161690884760105,Inf,15.0083333333334,0
42.3,-0.0989883365958413,507.17393259512,15.0416666666667,1.5707963267949,505.669775617277,0.161115175486271,Inf,15.0416666666667,0
42.4,-0.0989883365958425,508.670599261786,14.9666666666667,1.5707963267949,507.173942255209,0.160541946964554,Inf,14.9666666666667,0
42.5,-0.0989883365958438,510.170599261786,15,1.5707963267949,508.670608893452,0.159975276858251,Inf,15,0
42.6,-0.098988336595845,511.67393259512,15.0333333333334,1.5707963267949,510.170608865133,0.15941101314535,Inf,15.0333333333334,0
42.7,-0.0989883365958463,513.169765928453,14.9583333333334,1.5707963267949,511.673942170251,0.158849145752668,Inf,14.9583333333334,0
42.8,-0.0989883365958475,514.66893259512,14.9916666666667,1.5707963267949,513.169775475674,0.158293674548477,Inf,14.9916666666667,0
42.9,-0.0989883365958487,516.17143259512,15.025,1.5707963267949,514.668942114531,0.157740528093805,Inf,15.025,0
43,-0.09898833659585,517.66643259512,14.95,1.5707963267949,516.171442086822,0.157189696930198,Inf,14.95,0
43.1,-0.0989883365958512,519.164765928453,14.9833333333334,1.5707963267949,517.66644205941,0.156645105306263,Inf,14.9833333333334,0
43.2,-0.0989883365958524,520.66643259512,15.0166666666667,1.5707963267949,519.164775365429,0.15610276006241,Inf,15.0166666666667,0
43.3,-0.0989883365958537,522.17143259512,15.05,1.5707963267949,520.666442004878,0.15556265232015,Inf,15.05,0
43.4,-0.0989883365958549,523.66893259512,14.975,1.5707963267949,522.171441977757,0.155024773213842,Inf,14.975,0
43.5,-0.0989883365958562,525.169765928453,15.0083333333334,1.5707963267949,523.668941950927,0.154492949067185,Inf,15.0083333333334,0
