t,sv_x,sv_y,sv_v,sv_theta,dist_to_obs,risk,ttc,picked_v,picked_omega
43.6,-0.0989883365958574,526.67393259512,15.0416666666667,1.5707963267949,525.169775257523,0.153963287550783,Inf,15.0416666666667,0
43.7,-0.0989883365958587,528.170599261787,14.9666666666667,1.5707963267949,526.673941897546,0.15343578034391,Inf,14.9666666666667,0
43.8,-0.0989883365958599,529.670599261787,15,1.5707963267949,528.170608537853,0.152914182766925,Inf,15,0
43.9,-0.0989883365958611,531.17393259512,15.0333333333334,1.5707963267949,529.670608511583,0.152394675902322,Inf,15.0333333333334,0
44,-0.0989883365958624,532.669765928453,14.9583333333334,1.5707963267949,531.173941818738,0.151877251943805,Inf,14.9583333333334,0
44.1,-0.0989883365958636,534.16893259512,14.9916666666667,1.5707963267949,532.66977512617,0.151365597141337,Inf,14.9916666666667,0
44.2,-0.0989883365958649,535.67143259512,15.025,1.5707963267949,534.168941767022,0.150855963948464,Inf,15.025,0
44.3,-0.0989883365958661,537.16643259512,14.95,1.5707963267949,535.671441741296,0.150348345044666,Inf,14.95,0
44.4,-0.0989883365958673,538.664765928453,14.9833333333334,1.5707963267949,537.166441715841,0.149846359473817,Inf,14.9833333333334,0
44.5,-0.0989883365958686,540.16643259512,15.0166666666667,1.5707963267949,538.664775023805,0.149346329094026,Inf,15.0166666666667,0
44.6,-0.0989883365958698,541.67143259512,15.05,1.5707963267949,540.166441665186,0.148848247043614,Inf,15.05,0
44.7,-0.098988336595871,543.16893259512,14.975,1.5707963267949,541.671441639986,0.148352106461578,Inf,14.975,0
44.8,-0.0989883365958723,544.669765928454,15.0083333333334,1.5707963267949,543.168941615049,0.147861439270098,Inf,15.0083333333334,0
44.9,-0.0989883365958735,546.17393259512,15.0416666666667,1.5707963267949,544.669774923529,0.147372656841445,Inf,15.0416666666667,0
45,-0.0989883365958748,547.670599261787,14.9666666666667,1.5707963267949,546.173941565423,0.146885752746556,Inf,14.9666666666667,0
45.1,-0.098988336595876,549.170599261787,15,1.5707963267949,547.670608207575,0.146404195660419,Inf,15,0
45.2,-0.0989883365958772,550.67393259512,15.0333333333334,1.5707963267949,549.170608183141,0.145924462200934,Inf,15.0333333333334,0
45.3,-0.0989883365958785,552.169765928454,14.9583333333334,1.5707963267949,550.673941492119,0.145446546347255,Inf,14.9583333333334,0
45.4,-0.0989883365958797,553.66893259512,14.9916666666667,1.5707963267949,552.169774801351,0.144973855190745,Inf,14.9916666666667,0
45.5,-0.098988336595881,555.17143259512,15.025,1.5707963267949,553.668941443992,0.144502928844879,Inf,15.025,0
45.6,-0.0989883365958822,556.66643259512,14.95,1.5707963267949,555.171441420044,0.144033761674689,Inf,14.95,0
45.7,-0.0989883365958834,558.164765928454,14.9833333333334,1.5707963267949,556.666441396343,0.143569700794371,Inf,14.9833333333334,0
45.8,-0.0989883365958847,559.66643259512,15.0166666666667,1.5707963267949,558.164774706051,0.143107348124454,Inf,15.0166666666667,0
45.9,-0.0989883365958859,561.17143259512,15.05,1.5707963267949,559.666441349166,0.142646698394814,Inf,15.05,0
46,-0.0989883365958872,562.668932595121,14.975,1.5707963267949,561.171441325688,0.142187746327734,Inf,14.975,0
46.1,-0.0989883365958884,564.169765928454,15.0083333333334,1.5707963267949,562.668941302453,0.141733761210138,Inf,15.0083333333334,0
46.2,-0.0989883365958896,565.673932595121,15.0416666666667,1.5707963267949,564.169774612623,0.141281424773454,Inf,15.0416666666667,0
46.3,-0.0989883365958909,567.170599261787,14.9666666666667,1.5707963267949,565.673941256197,0.140830732084024,Inf,14.9666666666667,0
46.4,-0.0989883365958921,568.670599261787,15,1.5707963267949,567.170607900009,0.14038489586478,Inf,15,0
46.5,-0.0989883365958934,570.173932595121,15.0333333333334,1.5707963267949,568.670607877224,0.139940656080414,Inf,15.0333333333334,0
46.6,-0.0989883365958946,571.669765928454,14.9583333333334,1.5707963267949,570.173941187841,0.139498008122725,Inf,14.9583333333334,0
46.7,-0.0989883365958958,573.168932595121,14.9916666666667,1.5707963267949,571.669774498691,0.139060109589803,Inf,14.9916666666667,0
46.8,-0.0989883365958971,574.671432595121,15.025,1.5707963267949,573.168941142942,0.138623757170577,Inf,15.025,0
46.9,-0.0989883365958983,576.166432595121,14.95,1.5707963267949,574.671441120593,0.138188946564765,Inf,14.95,0
47,-0.0989883365958995,577.664765928454,14.9833333333334,1.5707963267949,576.166441098472,0.137758781636942,Inf,14.9833333333334,0
47.1,-0.0989883365959008,579.166432595121,15.0166666666667,1.5707963267949,577.664774409749,0.137330114342528,Inf,15.0166666666667,0
47.2,-0.098988336595902,580.671432595121,15.05,1.5707963267949,579.166441054425,0.136902940672621,Inf,15.05,0
47.3,-0.0989883365959033,582.168932595121,14.975,1.5707963267949,580.671441032501,0.136477256605226,Inf,14.975,0
47.4,-0.0989883365959045,583.669765928454,15.0083333333334,1.5707963267949,582.168941010797,0.136056096215235,Inf,15.0083333333334,0
47.5,-0.0989883365959058,585.173932595121,15.0416666666667,1.5707963267949,583.669774322491,0.135636382902866,Inf,15.0416666666667,0
47.6,-0.098988336595907,586.670599261788,14.9666666666667,1.5707963267949,585.173940967581,0.135218112921338,Inf,14.9666666666667,0
47.7,-0.0989883365959082,588.170599261788,15,1.5707963267949,586.670607612888,0.134804269569338,Inf,15,0
47.8,-0.0989883365959095,589.673932595121,15.0333333333334,1.5707963267949,588.170607591591,0.134391828426321,Inf,15.0333333333334,0
47.9,-0.0989883365959107,591.169765928454,14.9583333333334,1.5707963267949,589.673940903688,0.133980786006046,Inf,14.9583333333334,0
48,-0.0989883365959119,592.668932595121,14.9916666666667,1.5707963267949,591.169774215998,0.133574076082014,Inf,14.9916666666667,0
48.1,-0.0989883365959132,594.171432595121,15.025,1.5707963267949,592.668940861701,0.133168725105022,Inf,15.025,0
48.2,-0.0989883365959144,595.666432595121,14.95,1.5707963267949,594.171440840798,0.132764729835504,Inf,14.95,0
48.3,-0.0989883365959157,597.164765928454,14.9833333333334,1.5707963267949,595.666440820103,0.132364975732527,Inf,14.9833333333334,0
48.4,-0.0989883365959169,598.666432595121,15.0166666666667,1.5707963267949,597.164774132799,0.131966538853329,Inf,15.0166666666667,0
48.5,-0.0989883365959181,600.171432595121,15.05,1.5707963267949,598.666440778886,0.13156941619193,Inf,15.05,0
48.6,-0.0989883365959194,601.668932595121,14.975,1.5707963267949,600.171440758364,0.131173604725731,Inf,14.975,0
48.7,-0.0989883365959206,603.169765928455,15.0083333333334,1.5707963267949,601.668940738047,0.130781927108322,Inf,15.0083333333334,0
48.8,-0.0989883365959219,604.673932595121,15.0416666666667,1.5707963267949,603.169774051119,0.13039152359162,Inf,15.0416666666667,0
48.9,-0.0989883365959231,606.170599261788,14.9666666666667,1.5707963267949,604.67394069758,0.130002391373973,Inf,14.9666666666667,0
49,-0.0989883365959243,607.670599261788,15,1.5707963267949,606.170607344241,0.12961730736878,Inf,15,0
49.1,-0.0989883365959256,609.173932595121,15.0333333333334,1.5707963267949,607.67060732429,0.129233458754284,Inf,15.0333333333334,0
49.2,-0.0989883365959268,610.669765928455,14.9583333333334,1.5707963267949,609.173940637726,0.128850842938117,Inf,14.9583333333334,0
49.3,-0.0989883365959281,612.168932595121,14.9916666666667,1.5707963267949,610.669773951359,0.128472192185915,Inf,14.9916666666667,0
49.4,-0.0989883365959293,613.671432595121,15.0250000000001,1.5707963267949,612.168940598379,0.128094739463207,Inf,15.0250000000001,0
49.5,-0.0989883365959305,615.166432595121,14.9500000000001,1.5707963267949,613.671440578784,0.127718482375893,Inf,14.9500000000001,0
49.6,-0.0989883365959318,616.664765928455,14.9833333333334,1.5707963267949,615.166440559381,0.127346109600154,Inf,14.9833333333334,0
49.7,-0.098988336595933,618.166432595121,15.0166666666667,1.5707963267949,616.664773873364,0.12697489878605,Inf,15.0166666666667,0
49.8,-0.0989883365959343,619.671432595121,15.0500000000001,1.5707963267949,618.16644052073,0.126604847727327,Inf,15.0500000000001,0
49.9,-0.0989883365959355,621.168932595122,14.9750000000001,1.5707963267949,619.671440501481,0.126235954198992,Inf,14.9750000000001,0
50,-0.0989883365959367,622.669765928455,15.0083333333334,1.5707963267949,621.168940482421,0.125870850168007,Inf,15.0083333333334,0
50.1,-0.098988336595938,624.173932595122,15.0416666666667,1.5707963267949,622.669773796743,0.125506871166134,Inf,15.0416666666667,0
50.2,-0.0989883365959392,625.670599261788,14.9666666666667,1.5707963267949,624.173940444449,0.125144015146288,Inf,14.9666666666667,0
50.3,-0.0989883365959404,627.170599261788,15.0000000000001,1.5707963267949,625.670607092339,0.124784872736549,Inf,15.0000000000001,0
50.4,-0.0989883365959417,628.673932595122,15.0333333333334,1.5707963267949,627.170607073611,0.124426821815802,Inf,15.0333333333334,0
50.5,-0.0989883365959429,630.169765928455,14.9583333333334,1.5707963267949,628.673940388264,0.124069860505561,Inf,14.9583333333334,0
50.6,-0.0989883365959442,631.668932595122,14.9916666666667,1.5707963267949,630.169773703099,0.123716539053008,Inf,14.9916666666667,0
50.7,-0.0989883365959454,633.171432595122,15.0250000000001,1.5707963267949,631.668940351313,0.123364276687721,Inf,15.0250000000001,0
50.8,-0.0989883365959466,634.666432595122,14.9500000000001,1.5707963267949,633.171440332908,0.123013071691001,Inf,14.9500000000001,0
50.9,-0.0989883365959479,636.164765928455,14.9833333333334,1.5707963267949,634.666440314681,0.122665434858074,Inf,14.9833333333334,0
51,-0.0989883365959491,637.666432595122,15.0166666666667,1.5707963267949,636.164773629833,0.122318825803554,Inf,15.0166666666667,0
51.1,-0.0989883365959504,639.171432595122,15.0500000000001,1.5707963267949,637.666440278364,0.121973242960189,Inf,15.0500000000001,0
51.2,-0.0989883365959516,640.668932595122,14.9750000000001,1.5707963267949,639.171440260273,0.121628684740858,Inf,14.9750000000001,0
51.3,-0.0989883365959528,642.169765928455,15.0083333333334,1.5707963267949,640.668940242356,0.121287610575314,Inf,15.0083333333334,0
51.4,-0.0989883365959541,643.673932595122,15.0416666666667,1.5707963267949,642.169773557817,0.120947532438367,Inf,15.0416666666667,0
51.5,-0.0989883365959553,645.170599261789,14.9666666666667,1.5707963267949,643.673940206655,0.120608448886494,Inf,14.9666666666667,0
51.6,-0.0989883365959566,646.670599261789,15.0000000000001,1.5707963267949,645.170606855664,0.12027278187315,Inf,15.0000000000001,0
51.7,-0.0989883365959578,648.173932595122,15.0333333333334,1.5707963267949,646.67060683805,0.119938081710861,Inf,15.0333333333334,0
51.8,-0.098988336595959,649.669765928455,14.9583333333334,1.5707963267949,648.173940153811,0.11960434709223,Inf,14.9583333333334,0
51.9,-0.0989883365959603,651.168932595122,14.9916666666667,1.5707963267949,649.669773469741,0.11927396333786,Inf,14.9916666666667,0
52,-0.0989883365959615,652.671432595122,15.0250000000001,1.5707963267949,651.168940119046,0.118944518222638,Inf,15.0250000000001,0
52.1,-0.0989883365959628,654.166432595122,14.9500000000001,1.5707963267949,652.671440101725,0.118616010568214,Inf,14.9500000000001,0
52.2,-0.098988336595964,655.664765928455,14.9833333333334,1.5707963267949,654.16644008457,0.118290789880939,Inf,14.9833333333334,0
52.3,-0.0989883365959652,657.166432595122,15.0166666666667,1.5707963267949,655.664773400788,0.117966480548956,Inf,15.0166666666667,0
52.4,-0.0989883365959665,658.671432595122,15.0500000000001,1.5707963267949,657.16644005038,0.117643081516246,Inf,15.0500000000001,0
52.5,-0.0989883365959677,660.168932595122,14.9750000000001,1.5707963267949,658.671440033346,0.117320591706489,Inf,14.9750000000001,0
52.6,-0.098988336595969,661.669765928456,15.0083333333334,1.5707963267949,660.168940016473,0.117001313963336,Inf,15.0083333333334,0
52.7,-0.0989883365959702,663.173932595122,15.0416666666667,1.5707963267949,661.669773332973,0.116682920185672,Inf,15.0416666666667,0
52.8,-0.0989883365959714,664.670599261789,14.9666666666667,1.5707963267949,663.173939982845,0.116365409413289,Inf,14.9666666666667,0
52.9,-0.0989883365959727,666.170599261789,15.0000000000001,1.5707963267949,664.670606632877,0.116051050416598,Inf,15.0000000000001,0
53,-0.0989883365959739,667.673932595122,15.0333333333334,1.5707963267949,666.17060661628,0.115737549907238,Inf,15.0333333333334,0
53.1,-0.0989883365959752,669.169765928456,14.9583333333334,1.5707963267949,667.673939933053,0.115424907035087,Inf,14.9583333333334,0
53.2,-0.0989883365959764,670.668932595122,14.9916666666667,1.5707963267949,669.169773249984,0.115115357242713,Inf,14.9916666666667,0
53.3,-0.0989883365959776,672.171432595122,15.0250000000001,1.5707963267949,670.668939900285,0.114806641282486,Inf,15.0250000000001,0
53.4,-0.0989883365959789,673.666432595123,14.9500000000001,1.5707963267949,672.171439883956,0.114498758408646,Inf,14.9500000000001,0
53.5,-0.0989883365959801,675.164765928456,14.9833333333334,1.5707963267949,673.66643986778,0.114193911459971,Inf,14.9833333333334,0
53.6,-0.0989883365959813,676.666432595123,15.0166666666667,1.5707963267949,675.164773184974,0.113889874480017,Inf,15.0166666666667,0
53.7,-0.0989883365959826,678.171432595122,15.0500000000001,1.5707963267949,676.666439835537,0.113586646821967,Inf,15.0500000000001,0
53.8,-0.0989883365959838,679.668932595123,14.9750000000001,1.5707963267949,678.171439819469,0.113284227818759,Inf,14.9750000000001,0
53.9,-0.0989883365959851,681.169765928456,15.0083333333334,1.5707963267949,679.668939803552,0.112984777800668,Inf,15.0083333333334,0
54,-0.0989883365959863,682.673932595123,15.0416666666667,1.5707963267949,681.169773121003,0.112686114046066,Inf,15.0416666666667,0
54.1,-0.0989883365959875,684.170599261789,14.9666666666667,1.5707963267949,682.673939771822,0.112388235981884,Inf,14.9666666666667,0
54.2,-0.0989883365959888,685.670599261789,15.0000000000001,1.5707963267949,684.170606422789,0.11209327287441,Inf,15.0000000000001,0
54.3,-0.09898833659599,687.173932595123,15.0333333333334,1.5707963267949,685.670606407123,0.111799073703744,Inf,15.0333333333334,0
54.4,-0.0989883365959913,688.669765928456,14.9583333333334,1.5707963267949,687.173939724825,0.111505637985924,Inf,14.9583333333334,0
54.5,-0.0989883365959925,690.168932595123,14.9916666666667,1.5707963267949,688.669773042672,0.11121506458434,Inf,14.9916666666667,0
54.6,-0.0989883365959938,691.671432595123,15.0250000000001,1.5707963267949,690.168939693885,0.11092523349739,Inf,15.0250000000001,0
54.7,-0.098988336595995,693.166432595123,14.9500000000001,1.5707963267949,691.671439678465,0.11063614432558,Inf,14.9500000000001,0
54.8,-0.0989883365959962,694.664765928456,14.9833333333334,1.5707963267949,693.166439663188,0.110349866172064,Inf,14.9833333333334,0
54.9,-0.0989883365959975,696.166432595123,15.0166666666667,1.5707963267949,694.664772981276,0.110064309389462,Inf,15.0166666666667,0
55,-0.0989883365959987,697.671432595123,15.0500000000001,1.5707963267949,696.166439632729,0.109779473658344,Inf,15.0500000000001,0
55.1,-0.0989883365959999,699.168932595123,14.9750000000001,1.5707963267949,697.671439617548,0.109495358639435,Inf,14.9750000000001,0
55.2,-0.0989883365960012,700.669765928456,15.0083333333334,1.5707963267949,699.168939602507,0.109213994609988,Inf,15.0083333333334,0
55.3,-0.0989883365960024,702.173932595123,15.0416666666667,1.5707963267949,700.669772920831,0.108933331373277,Inf,15.0416666666667,0
55.4,-0.0989883365960037,703.67059926179,14.9666666666667,1.5707963267949,702.173939572519,0.108653368666143,Inf,14.9666666666667,0
55.5,-0.0989883365960049,705.17059926179,15.0000000000001,1.5707963267949,703.670606224345,0.108376108372131,Inf,15.0000000000001,0
55.6,-0.0989883365960061,706.673932595123,15.0333333333334,1.5707963267949,705.170606209535,0.10809952924055,Inf,15.0333333333334,0
55.7,-0.0989883365960074,708.169765928456,14.9583333333334,1.5707963267949,706.673939528088,0.10782363108038,Inf,14.9583333333334,0
55.8,-0.0989883365960086,709.668932595123,14.9916666666667,1.5707963267949,708.169772846777,0.107550387969745,Inf,14.9916666666667,0
55.9,-0.0989883365960099,711.171432595123,15.0250000000001,1.5707963267949,709.668939498829,0.10727780699686,Inf,15.0250000000001,0
56,-0.0989883365960111,712.666432595123,14.9500000000001,1.5707963267949,711.171439484243,0.107005888039074,Inf,14.9500000000001,0
56.1,-0.0989883365960123,714.164765928457,14.9833333333334,1.5707963267949,712.666439469791,0.106736577941395,Inf,14.9833333333334,0
56.2,-0.0989883365960136,715.666432595123,15.0166666666667,1.5707963267949,714.164772788702,0.106467911540558,Inf,15.0166666666667,0
56.3,-0.0989883365960148,717.171432595123,15.0500000000001,1.5707963267949,715.666439440974,0.106199888778691,Inf,15.0500000000001,0
56.4,-0.0989883365960161,718.668932595123,14.9750000000001,1.5707963267949,717.171439426607,0.105932509578689,Inf,14.9750000000001,0
56.5,-0.0989883365960173,720.169765928457,15.0083333333334,1.5707963267949,718.668939412373,0.105667685235114,Inf,15.0083333333334,0
56.6,-0.0989883365960185,721.673932595123,15.0416666666667,1.5707963267949,720.169772731499,0.105403486674747,Inf,15.0416666666667,0
56.7,-0.0989883365960198,723.17059926179,14.9666666666667,1.5707963267949,721.673939383986,0.1051399138821,Inf,14.9666666666667,0
56.8,-0.098988336596021,724.67059926179,15.0000000000001,1.5707963267949,723.170606036603,0.104878852135312,Inf,15.0000000000001,0
56.9,-0.0989883365960223,726.173932595123,15.0333333333334,1.5707963267949,724.670606022579,0.104618398857869,Inf,15.0333333333334,0
57,-0.0989883365960235,727.669765928457,14.9583333333334,1.5707963267949,726.173939341917,0.104358554092658,Inf,14.9583333333334,0
57.1,-0.0989883365960247,729.168932595123,14.9916666666667,1.5707963267949,727.669772661381,0.104101177626549,Inf,14.9916666666667,0
57.2,-0.098988336596026,730.671432595124,15.0250000000001,1.5707963267949,729.168939314205,0.103844392838614,Inf,15.0250000000001,0
57.3,-0.0989883365960272,732.166432595124,14.9500000000001,1.5707963267949,730.671439300388,0.103588199827029,Inf,14.9500000000001,0
57.4,-0.0989883365960284,733.664765928457,14.9833333333334,1.5707963267949,732.166439286697,0.103334433398653,Inf,14.9833333333334,0
57.5,-0.0989883365960297,735.166432595124,15.0166666666667,1.5707963267949,733.664772606364,0.10308124236155,Inf,15.0166666666667,0
57.6,-0.0989883365960309,736.671432595124,15.0500000000001,1.5707963267949,735.16643925939,0.10282862686625,Inf,15.0500000000001,0
57.7,-0.0989883365960322,738.168932595124,14.9750000000001,1.5707963267949,736.671439245776,0.102576587044814,Inf,14.9750000000001,0
57.8,-0.0989883365960334,739.669765928457,15.0083333333334,1.5707963267949,738.168939232284,0.102326925076197,Inf,15.0083333333334,0
57.9,-0.0989883365960346,741.173932595124,15.0416666666667,1.5707963267949,739.66977255215,0.10207782286422,Inf,15.0416666666667,0
58,-0.0989883365960359,742.67059926179,14.9666666666667,1.5707963267949,741.173939205374,0.101829280590764,Inf,14.9666666666667,0
58.1,-0.0989883365960371,744.17059926179,15.0000000000001,1.5707963267949,742.67060585872,0.101583076541384,Inf,15.0000000000001,0
58.2,-0.0989883365960384,745.673932595124,15.0333333333334,1.5707963267949,744.170605845422,0.101337416932532,Inf,15.0333333333334,0
58.3,-0.0989883365960396,747.169765928457,14.9583333333334,1.5707963267949,745.673939165483,0.101092301993254,Inf,14.9583333333334,0
58.4,-0.0989883365960408,748.668932595124,14.9916666666667,1.5707963267949,747.169772485662,0.100849486585918,Inf,14.9916666666667,0
58.5,-0.0989883365960421,750.171432595124,15.0250000000001,1.5707963267949,748.668939139198,0.100607200755804,Inf,15.0250000000001,0
58.6,-0.0989883365960433,751.666432595124,14.9500000000001,1.5707963267949,750.171439126092,0.100365444776593,Inf,14.9500000000001,0
58.7,-0.0989883365960446,753.164765928457,14.9833333333334,1.5707963267949,751.666439113102,0.100125950545544,Inf,14.9833333333334,0
58.8,-0.0989883365960458,754.666432595124,15.0166666666667,1.5707963267949,753.164772433469,0.0998869714656222,Inf,15.0166666666667,0
58.9,-0.098988336596047,756.171432595124,15.0500000000001,1.5707963267949,754.666439087191,0.0996485078527328,Inf,15.0500000000001,0
59,-0.0989883365960483,757.668932595124,14.9750000000001,1.5707963267949,756.17143907427,0.0994105600051568,Inf,14.9750000000001,0
59.1,-0.0989883365960495,759.169765928457,15.0083333333334,1.5707963267949,757.668939061464,0.0991748298077193,Inf,15.0083333333334,0
59.2,-0.0989883365960508,760.673932595124,15.0416666666667,1.5707963267949,759.169772382014,0.0989396010829574,Inf,15.0416666666667,0
59.3,-0.098988336596052,762.170599261791,14.9666666666667,1.5707963267949,760.67393903592,0.0987048741693449,Inf,14.9666666666667,0
59.4,-0.0989883365960532,763.670599261791,15.0000000000001,1.5707963267949,762.170605689939,0.098472328959865,Inf,15.0000000000001,0
59.5,-0.0989883365960545,765.173932595124,15.0333333333334,1.5707963267949,763.670605677312,0.0982402716361628,Inf,15.0333333333334,0
59.6,-0.0989883365960557,766.669765928457,14.9583333333334,1.5707963267949,765.173938998041,0.0980087025747205,Inf,14.9583333333334,0
59.7,-0.098988336596057,768.168932595124,14.9916666666667,1.5707963267949,766.669772318882,0.0977792800989038,Inf,14.9916666666667,0
59.8,-0.0989883365960582,769.671432595124,15.0250000000001,1.5707963267949,768.168938973077,0.0975503323156255,Inf,15.0250000000001,0
59.9,-0.0989883365960594,771.166432595124,14.9500000000001,1.5707963267949,769.671438960627,0.0973218596372966,Inf,14.9500000000001,0
